Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDW58,OUT049,1635.1071611515688
FDW14,OUT017,1260.3295789487534
NCN55,OUT010,516.6622094368781
FDQ58,OUT017,2429.4872555322763
FDY38,OUT027,5974.496094208162
FDH56,OUT046,1831.3311772264892
FDL48,OUT018,647.4846241554578
FDC48,OUT027,1891.0929381590217
FDN33,OUT045,1542.3767709788112
FDA36,OUT017,2790.4384108033137
FDT44,OUT017,1825.8702193747147
FDQ56,OUT045,1448.4099143626584
NCC54,OUT019,617.9585783476076
FDU11,OUT049,1891.871669268084
DRL59,OUT013,786.6619491544188
FDM24,OUT049,2487.576367776595
FDI57,OUT045,3049.439058296543
DRC12,OUT018,2968.8542024963976
NCM42,OUT027,3239.526841954727
FDA46,OUT010,500.9017512630664
FDA31,OUT013,2726.214126604187
NCJ31,OUT035,3875.772100880549
FDG52,OUT046,722.3876708212175
NCL19,OUT019,404.21971277829056
FDS10,OUT035,3180.966473249353
FDX22,OUT010,719.4843670244816
NCF19,OUT035,737.7070536358779
NCE06,OUT046,2602.2813169580472
DRC27,OUT046,3953.2320741774097
FDE21,OUT035,1993.6229953050288
NCR42,OUT019,64.6639047575892
FDX51,OUT018,2747.8379583563683
NCR06,OUT018,312.5895202106278
FDU31,OUT027,5621.406685145493
FDU59,OUT017,2468.654986572915
FDR03,OUT027,5427.588257668124
FDS49,OUT027,1886.6351440954554
FDD48,OUT010,243.1305715202325
NCF18,OUT017,3228.039924885874
NCD43,OUT027,2291.2239302695957
NCD54,OUT018,1711.5227994382956
FDY19,OUT010,275.45828170553165
NCY54,OUT017,2566.1792116117085
NCL19,OUT018,2140.695641677803
FDP23,OUT010,505.47299462719735
FDC26,OUT013,1645.2663101903645
FDR14,OUT010,156.70739788891441
NCS41,OUT035,3351.2752638577267
FDF41,OUT035,3718.914690703071
FDU34,OUT046,2034.2035955677568
DRH11,OUT046,838.4351560169575
FDM03,OUT013,1739.5893611946033
FDS31,OUT017,3138.5276183573487
FDJ20,OUT017,1897.9084766731362
FDV44,OUT027,4509.58952046278
FDG02,OUT049,2736.32098037366
FDA09,OUT013,3145.03067695479
FDT04,OUT013,666.2500792830183
FDL58,OUT019,580.2066100823844
FDE52,OUT045,1360.7668448455192
FDW12,OUT035,2580.3319138545107
FDL51,OUT017,3641.6053260298795
NCY42,OUT027,3145.3504138787157
FDR07,OUT017,1661.9149764458382
FDN40,OUT045,2433.946002132173
FDB35,OUT027,2484.517455275557
FDA22,OUT017,2387.5598584695745
NCL06,OUT046,4473.0511072473155
FDI35,OUT013,3105.356021115404
NCW42,OUT045,3850.0604122409386
NCX06,OUT049,3015.410569853842
FDC37,OUT027,2318.04933398053
FDZ14,OUT018,1807.3482508760292
DRG49,OUT049,4075.1451772581086
NCG06,OUT045,3903.037033742686
DRC36,OUT045,2718.086649700093
FDV21,OUT019,399.8280200748466
FDB53,OUT046,2592.991273558253
DRP47,OUT019,667.3366402968771
FDA14,OUT013,2553.8707800200923
DRC24,OUT035,2454.2239706611686
FDW21,OUT018,1371.7717268515867
NCH29,OUT046,1534.3790963798954
FDU58,OUT013,3232.5042714932456
FDY27,OUT017,2842.2378351080683
FDV56,OUT035,1706.5323702483856
FDT59,OUT046,4205.953220252205
FDB23,OUT046,3366.034602086659
FDR49,OUT045,805.375382302154
FDB03,OUT010,567.7194909434058
FDN39,OUT045,2505.375782627679
FDX02,OUT027,5795.595028616788
FDQ16,OUT027,2604.277853346126
FDU35,OUT018,1519.1373827103484
NCT29,OUT013,1894.011799387223
FDZ27,OUT046,749.4868899856486
FDN57,OUT017,2029.6970013633638
FDA03,OUT018,2249.6127983180986
FDZ36,OUT045,3186.2702035384323
NCU05,OUT013,1358.9022314237634
FDT39,OUT018,2096.7578555615673
FDK60,OUT017,1597.1299980784343
FDZ25,OUT017,3008.5967351239788
FDG12,OUT046,2321.8240137010735
DRB01,OUT019,530.1803517992171
NCC43,OUT027,6505.109549006801
FDX13,OUT019,536.5225087078478
FDM22,OUT049,816.9891099511128
FDJ03,OUT027,1506.149098537352
FDU14,OUT018,3676.6970359503252
FDB33,OUT010,453.9246248159441
FDP27,OUT046,3123.853829324561
FDO38,OUT010,159.2914483742332
FDE28,OUT027,6537.431550855229
FDO27,OUT035,1609.7230220062768
DRL23,OUT027,2271.126173687573
FDS28,OUT046,834.2559199950731
FDX24,OUT013,1407.4371155492863
FDZ02,OUT035,1587.1933388747293
FDL46,OUT045,1740.1702795356248
FDS60,OUT027,4417.300644638787
NCO06,OUT017,508.1823427896523
FDO16,OUT035,1519.8207577570774
FDC60,OUT049,1295.435980243505
FDA48,OUT018,3830.8172169272025
FDZ36,OUT027,5334.966455732901
FDK27,OUT045,2044.8242687070224
FDW23,OUT018,437.8534860730382
FDM14,OUT018,1380.1361853883186
FDM14,OUT013,1624.3797933907283
FDW60,OUT018,2602.3858434699823
FDE21,OUT013,1969.078441023853
NCM42,OUT035,1716.7669912050064
FDY59,OUT010,197.91254344180015
DRI49,OUT049,1425.3215949795515
FDT28,OUT019,270.8388128802047
FDQ22,OUT018,388.286552460294
FDR60,OUT049,1396.6481775541356
FDC50,OUT019,244.66286297247828
FDV24,OUT013,2454.735909445366
DRF48,OUT010,390.05284341655846
FDQ47,OUT046,627.5068124185273
DRN36,OUT049,1563.5866550611577
NCY06,OUT035,1957.2171423957927
FDE52,OUT035,1369.8903638427641
NCB54,OUT045,1935.5766206277808
NCF31,OUT035,2442.9271369095068
FDJ08,OUT027,4579.328083012998
NCC07,OUT017,1691.1067699237565
NCD19,OUT027,1352.9331550253576
FDL46,OUT049,1849.1072838916714
FDM20,OUT045,4005.2783400211206
